,Dataset Name,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
24,spectf.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4134938716888428,1.2292861938476562
25,tae.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.397876501083374,1.1452436447143555
26,pittsburg-bridges-REL-L.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4012894630432129,1.2161731719970703
27,plant-shape.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.395313024520874,1.1417865753173828
28,sleuth_case2002.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39853668212890625,1.1445283889770508
29,abalon.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3967900276184082,1.1458992958068848
30,acute-inflammation.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3925764560699463,1.1595487594604492
31,transplant.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39934802055358887,1.1578798294067383
32,semeion.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3939530849456787,1.154184341430664
33,prnn_synth.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39908313751220703,1.1533498764038086
34,cloud.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3966035842895508,1.140892505645752
35,congressional-voting.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39168620109558105,1.147449016571045
36,lupus.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40082216262817383,1.1499524116516113
37,credit-approval.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3952021598815918,1.1339187622070312
38,pittsburg-bridges-T-OR-D_R.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40193772315979004,1.151442527770996
39,breast-cancer-wisc.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3987283706665039,1.1916756629943848
40,baseball.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40004539489746094,1.1466741561889648
41,haberman-survival.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.397838830947876,1.1597871780395508
42,statlog-image.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3948783874511719,1.1490583419799805
43,bodyfat.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4006643295288086,1.1619925498962402
44,hill-valley.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39596080780029297,1.1448264122009277
45,braziltourism.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.399777889251709,1.1496543884277344
46,pima.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39906978607177734,1.1313557624816895
47,molec-biol-splice.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39345884323120117,1.1415481567382812
48,chscase_vine1.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.41484570503234863,1.1342167854309082
49,pittsburg-bridges-MATERIAL.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39560675621032715,1.1650323867797852
50,squash-stored.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.403501033782959,1.1396408081054688
51,analcatdata_germangss.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3964874744415283,1.1374354362487793
52,dermatology.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.392986536026001,1.134812831878662
53,seeds.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40132975578308105,1.157701015472412
54,kidney.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39494895935058594,1.153707504272461
55,schlvote.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4011361598968506,1.2630820274353027
56,lung-cancer.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3996462821960449,1.1857151985168457
57,plasma_retinol.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40067219734191895,1.1486411094665527
58,horse-colic.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39787912368774414,1.1431574821472168
59,pittsburg-bridges-TYPE.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.395641565322876,1.148998737335205
60,parkinsons.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.400968074798584,1.1523962020874023
61,autos.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39433884620666504,1.1446475982666016
62,yeast.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3974649906158447,1.1578798294067383
63,titanic.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40001368522644043,1.189589500427246
64,breast-cancer.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3948495388031006,1.1452436447143555
65,ar4.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3998856544494629,1.150071620941162
66,teaching.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3977382183074951,1.141667366027832
67,iris.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40079736709594727,1.1485815048217773
68,waveform.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4019663333892822,1.1472702026367188
69,socmob.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39496850967407227,1.1476874351501465
70,cardiotocography-3clases.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40724825859069824,1.1410117149353027
71,post-operative.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39095354080200195,1.1524558067321777
72,vertebral-column-2clases.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40401315689086914,1.1504292488098145
73,disclosure_z.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4197723865509033,1.2667179107666016
74,zoo.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4034864902496338,1.1510252952575684
75,plant-texture.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39446115493774414,1.168668270111084
76,breast-cancer-wisc-diag.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39394688606262207,1.1590123176574707
77,blood.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40496039390563965,1.15126371383667
78,image-segmentation.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3911597728729248,1.138150691986084
79,meta.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4005391597747803,1.1600852012634277
80,pm10.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3949573040008545,1.1563301086425781
81,ecoli.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39264893531799316,1.2670159339904785
82,vote.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40166664123535156,1.1597871780395508
83,chess-krvkp.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39322900772094727,1.150667667388916
84,conn-bench-vowel-deterding.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4025416374206543,1.219034194946289
85,diabetes.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39615821838378906,1.147150993347168
86,hepatitis.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39440274238586426,1.144111156463623
87,led-display.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4028787612915039,1.1668801307678223
88,heart-cleveland.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3937366008758545,1.133561134338379
89,balance-scale.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3986361026763916,1.1897087097167969
90,vertebral-column-3clases.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3933992385864258,1.1411309242248535
91,tic-tac-toe.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39751482009887695,1.1435747146606445
92,oocytes_trisopterus_states_5b.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40146517753601074,1.1460185050964355
93,plant-margin.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39510536193847656,1.1699199676513672
94,monks-1.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40209174156188965,1.1546015739440918
95,echocardiogram.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40291476249694824,1.153111457824707
96,elusage.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39998769760131836,1.1483430862426758
97,acute-nephritis.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3943977355957031,1.1638402938842773
98,analcatdata_lawsuit.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4016871452331543,1.1513829231262207
99,steel-plates.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4002707004547119,1.1518001556396484
100,cardiotocography-10clases.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3960752487182617,1.1820197105407715
101,statlog-heart_.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40041399002075195,1.1425018310546875
102,soybean.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3935277462005615,1.1330246925354004
103,mfeat-morphological.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39339184761047363,1.1464357376098633
104,oocytes_trisopterus_nucleus_2f.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39983463287353516,1.1903047561645508
105,spect.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39528870582580566,1.1714696884155273
106,analcatdata_asbestos.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39969754219055176,1.142561435699463
107,synthetic-control.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39024925231933594,1.134932041168213
108,ilpd-indian-liver.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3928520679473877,1.1652112007141113
109,monks-2.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3988516330718994,1.1739134788513184
110,glass.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39351797103881836,1.159071922302246
111,labor.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40266919136047363,1.2063384056091309
112,wine.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39760279655456543,1.1531710624694824
113,ionosphere.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39577603340148926,1.9701123237609863
114,arrhythmia.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39329099655151367,1.146852970123291
115,schizo.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39568257331848145,1.1786818504333496
116,fri_c0_250_5.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3996748924255371,1.1417269706726074
117,planning.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3962979316711426,1.1472105979919434
118,waveform-noise.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.403336763381958,1.135706901550293
119,ozone.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3944385051727295,1.1927485466003418
120,fertility.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3953418731689453,1.1689066886901855
121,heart-hungarian.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40525078773498535,1.1522769927978516
122,pittsburg-bridges-SPAN.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40980076789855957,1.1571645736694336
123,lowbwt.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40311598777770996,1.205146312713623
124,analcatdata_boxing1.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3961639404296875,1.2034177780151367
125,no2.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39545512199401855,1.1467933654785156
126,car.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3974728584289551,1.142442226409912
127,monks-3.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39489102363586426,1.142561435699463
128,breast-cancer-wisc-prog.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4010615348815918,1.1484026908874512
129,cylinder-bands.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40169501304626465,1.1560916900634766
130,wine-quality-red.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39426541328430176,1.1806488037109375
131,kc3.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39551806449890137,1.139819622039795
132,squash-unstored.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39330506324768066,1.1446475982666016
133,conn-bench-sonar-mines-rocks.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4008924961090088,1.146554946899414
134,audiology-std.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40490293502807617,1.1472702026367188
135,veteran.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40053701400756836,1.18255615234375
136,statlog-vehicle.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3940317630767822,1.1500120162963867
137,flags.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39599061012268066,1.1361241340637207
138,energy-y1.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.40066075325012207,1.1485815048217773
139,newton_hema.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3928711414337158,1.1554956436157227
140,mushroom.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.399503231048584,1.1696219444274902
141,breast-tissue.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3946681022644043,1.1524558067321777
142,lymphography.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39644813537597656,1.2119412422180176
143,statlog-australian-credit.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39837217330932617,1.1357665061950684
144,low-res-spect.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3958752155303955,1.2800097465515137
145,solar-flare.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.4028465747833252,1.1626482009887695
146,heart-va.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3965015411376953,1.1666417121887207
147,mfeat-karhunen.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39490437507629395,1.1549592018127441
148,heart-switzerland.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.39749765396118164,1.1417269706726074
149,musk-1.csv,1.0,1.0,0.0,1.0,1.0,1.0,0.3934049606323242,1.1677145957946777
